text	label
It's rare, nowadays, to find a romantic comedy that isn't incredibly disgusting in short doses throughout the entire movie (eg. Big Fat Greek wedding; Me, Myself & Irene). There were only a couple of unnecessarily demented jokes in this movie, nothing unpalatably profane. All around, it was a cute movie with likable characters. I thought the ending was a little abrupt. It feels like they should have ended it at the world series for a real bang up finish. The acting left a little to be desired, but was made up for by the pace of the story. If I'd known it was a Farrelly brothers movie I would have assumed it to be a stomach turning piece of garbage and not watched it, but it seems that even they are capable of accidentally making an okay movie. Good for them, I hope they pull their heads out the rest of the way and start consistently making good films.	1
"It's a refreshing breath of air when a movie actually gives you a story line with a beginning, a middle, and a end, a nice, clever mystery, with an appealing heroine for all ages, who wins us over with her wit and charm. Andrew Fleming's film is indeed a modern marvel, a comeback to the good old reliable storytelling that was the norm in Hollywood. He puts away the over-reliance on special effects that now passes for entertainment and gives us a terrific film, with a very capable young actress, and a talented supporting cast.<br /><br />The film is based on the old books, but it has been given updated enough to put in this century; however, the props might be different, the heart still is a good mystery, and there is clever one here, one that ties the traditions of the old and the nuances of contemporary youth. Emma Roberts is an old fashioned girl, who believes in good behavior and respect for others; details that are sorely missing from today's films. She is still good enough to get boys' attentions but she also knows how present poise and self respect. She earns her medals by working hard and is not afraid to show a little guile when it is needed to achieve her goals.<br /><br />While taking a vacation to California, our heroine is drawn into the mystery of a Hollywood actress who was the victim of foul play; suddenly she is ""visited"" by her ghost and this sets off a series of events that might solve the mystery or result in something dreadful for herself. What makes the movie quite entertaining is the little details, as she discovers that her customary world is nothing compared to the California scene, and this is well presented, without resorting to unnecessary vulgar language or anything graphic or overtly sexual. Eventually, the director has enough control to make it all very palatable to all types of audiences, from the young ones to the adults in the audience. It is a movie that deserves to be seen, appreciated, and enjoyed, a film that is rare and delicate, and it's not afraid to be classified as fun! Five Stars"	1
This has to be THE WORST film I have ever seen. I bought the DVD and it didn't work, well the DVD worked fine, its just the film didn't, in fact its so bad that I think non of the actors have worked since (or before judging from the acting). There is no real plot to speak of and no real horror. The production values are rubbish even for a low budget film with some outside scenes being hard to hear due to wind on the microphone.<br /><br />All in all it was so bad a film that a viewer could think it was going to turn into a porno if they didn't know any better (which have been an improvement). There are only two lines in the film that are funny, both of which revolve around the transvestite prostitute. (Although they hardly merit watching all 76 minutes for)<br /><br />As for the marketing of the DVD I feel thoroughly cheated. I mean reading the back I expected it to be bad:<br /><br />He chose his weapons. He selected his victims. He picked his nose. He turned into a GIRL!<br /><br />But I thought it might be funny. Also the case claims it is digitally re mastered, I would love to have seen it beforehand, the print is so grainy you could use it as sand paper. The case also says it is an absolute disgusting movie, IN WHAT WAY?, disgusting production, acting.<br /><br />This film out stays it welcome in the first five minutes, (if you are considering buying this I would say buy `bad taste' instead it is a much better film and is funny, also it has Peter Jackson the director of the LOTR in it.)<br /><br />Incidentally if anyone knows anything about any of the actors (or director Patrick J Mathews) and what they have done since, please post here as I would love to know, purely to find out if there is a worse movie out there, or if anyone in this film ever bothered to learn to act	0
After seeing MIDNIGHT OFFERINGS I am still convinced that the first decent movie about (teenage) witches yet has to be made. I didn't think much of THE CRAFT and I'm not into CHARMED either. The only film I more or less enjoyed (about teenage witches) was LITTLE WITCHES (1996), and even that one wasn't very good. But changes are that if you liked all the aforementioned movies, you will also enjoy MIDNIGHT OFFERINGS.<br /><br />I was expecting a silly and cheesy early 80's movie about teenage witches in high school. But I was rather surprised that this whole movie plays it rather serious. The acting is decent and serious all the time. No jokes are being played by teenagers or something. And the musical score, at first, I thought was pretty good. It added some scariness and also something 'classy', with the use of threatening violins and all. But as the movie progressed I came to the conclusion that the score was just too ambitious. They didn't have to add those threatening violins when you simply see someone back up a car and then drive away at normal speed.<br /><br />Then there's Melissa Sue Anderson, who was the main reason for me to see this movie. A few weeks ago, I saw her in HAPPY BIRTHDAY TO ME, a rather enjoyable, thick-plotted (and goofy on some occasions) slasher-movie which she had done in the same year as MIDNIGHT OFFERINGS. And I must say, she was very good as the icy-cold bad witch Vivian. But the main problem with the movie is: almost nothing happens! Vivian causes a death and an accident, yes, but that's it. Then there's Robin, the good witch, who is just learning about her powers. And we expect the two of them using their powers more than once, but at only one occasion they use their powers to make some pieces of wood and other stuff fly through the air as projectiles. That was supposed to be a fight between two powerful witches? And what's worse, I was hoping to see a spectacular show-down between the witches at the end of the movie with at least some special effects, flaming eyes or whatever... but nothing happens. There is sort of a confrontation in the end, but it's a big disappointment.<br /><br />So, the acting of the two witches was good. The musical score was decent (even though overly ambitious). And the cinematography was rather dark and moody at times. But that doesn't make a good movie yet, does it?	0
I am glad to read so many negative comments about the Tritter plot. Everyone I talk to says the same thing. They like House's gruff nature and his intelligence, but really dislike the vindictiveness of this continuing plot. It cuts into the real nature of the hospital story and makes everyone angry at police authority. It needs to have a more caring nature instead of the vindictiveness to everyone at the hospital. Also, there seems to be many questionable legal aspects to what Tritter is actually doing. He alone cannot freeze accounts and have the authority to stop doctors from writing prescriptions for patients. A lot of the vindictiveness he is showing also is hurting the very sick patients at the hospital and the is not a good storyline to portray. I voted the episode awful not because of the story itself, but when you insert the Trittor piece it turns me off and the rest of the plot gets hurt by it, People say they hate to watch the story lines anymore. Please change it. Get Tritter out.	0
"Why can't more directors these days create horror movies like ""The Shining""? There's an easy answer to that: modern day directors are not Stanley Kubrick. Kubrick proved once-and-for-all with this movie that he is truly one of the greatest directors and auteurs of all time.<br /><br />So, the plot is fairly simple. A man named Jack Torrance (played brilliantly by Jack Nicholson)and his family move into a large, secluded hotel to watch over it for the off-season. The kicker is that the previous caretaker of the hotel savagely murdered his wife and two girls. What follows can most readily be summed by the title of the movie, but you have to watch it to see what I mean.<br /><br />This is the first movie in a very long time to strike me as ""scary"". It's some seriously messed up stuff, but in a good way. One of the things that adds to the scare factor is the amazing music. Music has been a major part of Kubrick's movies (2001: A Space Oddysey and A Clockwork Orange, just to name a couple) and he definitely doesn't disappoint with this one. The score completely sets the tone and this film would not be the same without it.<br /><br />Finally, I must comment on Nicholson's legendary performance. Jack is terrifyingly convincing as a crazy killer. In fact, just his stare steals a few scenes of this movie. This is top-notch acting that must be seen to believe.<br /><br />There will never be a horror movie that quite matches this one. R.I.P. Stanley."	1
A young basketball-playing professor of genetics is doing research on the genetic sequence, using human fetuses. He hopes to be able to find a cure for all diseases and aging. He's pressured into concluding his research because he hasn't published, so the university is having trouble justifying funding him (I think).<br /><br />He does a trial injection on a monkey, which quickly dies. He then tries it on himself. He starts a relationship with the single mother of an extremely annoying little boy; she's the one who had been demanding results from the research.<br /><br />Initially, he seems to have no effects from the injection, except some new strength. He then realizes that he had some memory loss, and starts recalling what happened. Additionally, he starts to appear very unhealthy.<br /><br />Since the movie is named metamorphosis, he does eventually change into something else. You won't believe your eyes - either what he turned into, or the absolutely crappy costume the actor is wearing to depict what he's turned into. Incredibly, there's a further change in store - the end of the movie is really, really absurd.<br /><br />About the only thing this movie has going for it is that Laura Gemser is in it, but she has a very small part.<br /><br />I'd once seen a the video box for this with a sculpted plastic form glued to the boxcover. Possibly it might even have had some electronics in it at one time, perhaps eyes that light up (the main character's eyes occasionally turn green in the movie). The copy I watched had a box that only showed tear marks where the glue had held on the plastic, which had been removed. The novelty boxcover, if it still had it, would have been the only reason I would have held onto this movie; I'm definitely getting rid of it.	0
"Alan Johnson (Don Cheadle) is a successful dentist, who shares his practice with other business partners. Alan also has an loving wife (Jada Pinkett Smith) and he has two daughter (Camille LaChe Smith & Imani Hakim). He also let his parents stay in his huge apartment in New York City. But somehow, he feels that his life is somewhat empty. One ordinary day in the city, he sees his old college roommate Charlie Fireman (Adam Sandler). Which Alan hasn't seen Charlie in years. When Alan tries to befriends with Charlie again. Charlie is a lonely depressed man, who hides his true feelings from people who cares for him. Since Charlie unexpectedly loses his family in a plane crash, they were on one of the planes of September 11, 2001. When Alan nearly feels comfortable with Charlie. When Alan mentions things of his past, Charlie turns violent towards Alan or anyone who mentions his deceased family. Now Alan tries to help Charlie and tries to make his life a little easier for himself. But Alan finds out making Charlie talking about his true feelings is more difficult than expected.<br /><br />Written and Directed by Mike Bender (Blankman, Indian Summer, The Upside of Anger) made an wonderfully touching human drama that moments of sadness, truth and comedy as well. Sandler offers an impressive dramatic performance, which Sandler offers more in his dramatic role than he did on Paul Thomas Anderson's Punch-Drunk Love. Cheadle is excellent as usual. Pinkett Smith is fine as Alan's supportive wife, Liv Tyler is also good as the young psychiatrist and Saffron Burrows is quite good as the beautiful odd lonely woman, who has a wild crush on Alan. This film was sadly an box office disappointment, despite it had some great reviews. The cast are first-rate here, the writing & director is wonderful and Russ T. Alsobrook's terrific Widescreen Cinematography. The movie has great NYC locations, which the film makes New York a beautiful city to look at in the picture.<br /><br />DVD has an sharp anamorphic Widescreen (2.35:1) transfer and an good-Dolby Digital 5.1 Surround Sound. DVD also an jam session with Sandler & Cheadle, an featurette, photo montage and previews. I was expecting more for the DVD features like an audio commentary track by the director and deleted scenes. ""Reign Over Me"" is certainly one of the best films that came out this year. I am sure, this movie looked great in the big screen. Which sadly, i haven't had a chance to see it in a theater. But it is also the kind of movie that plays well on DVD. The film has an good soundtrack as well and it has plenty of familiar faces in supporting roles and bit-parts. Even the director has a bit-part as Byran Sugarman, who's an actor himself. ""Reign Over Me"" is one of the most underrated pictures of this year. It is also the best Sandler film in my taste since ""The Wedding Singer"". Don't miss it. HD Widescreen. (**** 1/2 out of *****)."	1
"""Someones at the Door"". OHHH, How I miss this show so bad.. but we are lucky to now have ""Invasion"". Thank You, Shawn Cassidy. American Gothic, had it all.If I had to pick one thing that I liked best about the show, it has to be its ""not predictable plot-lines"". Favorite actor was Lucas Black.. I adore that southern accent. I bought the DVD asap, and my kids are fans too. There is some hot n steamy scenes. Some Devilish ones too. So, if kiddos will be watching you may want to edit(fastforward/skip). It has humour, on a Joss Wheedon level, which so many shows lack. Adult wit and adult situation, that are handled with finese. The DVD has some extras, but I wish it has many more. If you want to get thrilled and enjoy a great show, come watch ""American Gothic""!"	1
"Version: Universal / Hong Kong Legends R4 DVD release. Cantonese / English subtitles<br /><br />Once upon a time, five years ago, the world was obsessed with 'The Matrix', and I was perhaps one of the few fifteen year olds left who still believed that 'Terminator' was better than 'Matrix'. I was but a simple teenage boy, looking for a good action movie, and then there was a shining light on a TV station I had never really watched, a little station known as SBS. One night I noticed in the TV guide that a movie starring Jackie Chan - 'Police Story' would be on later. Being fifteen, and having only seen 'Rumble in the Bronx' and 'Rush Hour', I said... ""WOW AWESOME"" and sat down to watch it, and continually shouted ""WOW AWESOME"" as the movie progressed. Two weeks later, after SBS had shown the 'Police Story' trilogy, I knew I had found my new favourite actor.<br /><br />Jackie plays Chan Ka Kui, a Hong Kong cop who busts a major drug-lord, Chu (Yuen Chor). Chu's secretary, Selina Fong (Brigitte Lin), is being held by the police as a witness against Chu, and Chan is assigned to protect her. Things go bad - reaaaal bad - when Chu's case is dismissed and he decides he wants Fong and Chan dead.<br /><br />'Police Story' is one of the greatest action movies ever, and certainly one of my favourite Jackie Chan films. It starts off strong, and ends with one of the most incredible action sequences ever filmed. Everything in between is great. However, some of the funny parts may seem a little tasteless to more than a few people...<br /><br />As a story, this is still one of Jackie's better efforts. For an action movie, the story is pretty good, and Jackie is a much better actor in this than he is in the acting & plot intensive 'New Police Story'. This isn't 'Miracles', but maybe that's a good thing.<br /><br />'Police Story' is one of Jackie's finest works. It got me hooked on Jackie Chan movies, and should provide a nice start for any potential Jackie fans. The bad news for anyone who sees this first is that Jackie Chan movies don't come much better - 10/10"	1
This movie was a fairly entertaining comedy about Murphy's Law being applied to home ownership and construction. If a film like this was being made today no doubt the family would be dysfunctional. Since it was set in the 'simpler' forties, we get what is supposed to be a typical family of the era. Grant of course perfectly blends the comedic and dramatic elements and he works with a more than competent supporting cast highlighted by Loy and Douglas. Their shenanigans make for a solid ninety minutes of entertainment, 7/10.	1
"Billed as Takashi Miike's ""first family film"" - by people who haven't seen Zebraman, presumably. YOKAI DAISENSO takes things even further in the direction of family-friendliness, diluting the darkness and cynicism to create a grand fantasy fairy tale. A young boy is chosen by fate to save the world from monsters and horrors of which they remain largely unaware. The film is evidently bigger budget than anything else Miike has done, with lots of CGI to create fantasy world populated by odd creatures (the YOKAI). Perhaps the lack of extreme content is a consequence of more nervous investors, but I think it's probably just that he wanted to do something different. He's really never been a one-trick pony, but often gets accused of it - perhaps YOKAI is designed to silence those critics. Regardless, it's a great project for Miike to channel his boundless imagination and invention into.<br /><br />There's a very cartoonish feel to the production, evoking thoughts of Miyazaki in places. The Yokai are based on an old series of comics that were in turned based on Japanese folk tales, which certainly influenced Miyazaki as well (particularly SPIRITED AWAY). It must remembered that Miike has nothing like the budget of a Harry Potter film to work with, so the special effects aren't going to be seamless Hollywood style work - some blue-screening is especially obvious. Some of the special effects are great though, with some very well animated creatures (a mix of CG, stop-motion and puppetry). I think the little sock-puppet that follows the hero around for much of the film was *meant* to look really cheap, and is all the cuter for it :) The young lad who plays the hero of the film does a really good job - it's so hard to find a pre-teen who actually understands the concept of acting, but 9 year old Ryunosuke Kamiki is a genuine talent (I see he did voices in the last 2 Miyazaki films!). Chiaki Kuriyama is delicious as the villainess of the piece, though Mai Takahashi made an even greater impression as the pixie-eared River Princess - yum yum! Those looking for another violent, perverted gangster film aren't going to find what they're looking for in YOKAI, but if you're a fan of Miike because of his imagination and wit, there's plenty to satisfy here. And it has the added bonus that you can happily put it on whatever company you've got :)"	1
"SAPS AT SEA is evidently a pun on a Gary Cooper film, SOULS AT SEA. The title aptly describes the starring team, Stan Laurel and Oliver Hardy. who go on an ocean voyage to soothe Ollie's nerves only to run into escaped killer Nick Grainger. As played by Rychard Cramer, this criminal is both amusing and chilling, making him a fine foil for the Boys' comedic characters. Despite his powerful presence, Cramer never upstages the Boys, a tribute to Stan and Ollie's beguiling charisma. That is as it should be, since the Boys are supposed to be the protagonists in this film.<br /><br />Such is the charm of Laurel and Hardy's personas that they elevate average material. For SAPS AT SEA has its slow spots. For instance, as a previous commentator has noted, a bit where a doctor (the delightfully flustered James Finlayson) tries a balloon called ""lung tester"" on Ollie, lacks punch. The scenario is very episodic, with the first part, taking place in the Boys' apartment, almost completely unrelated to the second part where they go off to sea. But on the whole, the film is highly pleasant entertainment with a sufficiently brief running time so that it doesn't wear out it's welcome.<br /><br />There's a certain poignancy viewing the final collaboration between Laurel and Hardy and producer Hal Roach. I haven't seen all of Laurel and Hardy's post-1940 films but those that I have seen don't measure up to even the weakest Hal Roach products. In these later movies, Laurel and Hardy seem to be in an alien environment, deprived of such colorful supporting players like Finlayson and Charlie Hall and Marvin Hately and LeRoy Shield's sprightly musical scores. They also aren't the well-meaning and optimistic bumblers we know and love but in the later films, are either exasperating blockheads or pathetic misfits.<br /><br />It is a pity that many Hal Roach Laurel and Hardy films are now generally unavailable to the public. Even in a minor entry like SAPS AT SEA, one can see that Laurel and Hardy were great comedians. This was because Hal Roach, for the most part, allowed Stan Laurel, the guiding force behind the team, complete artistic freedom. Once Laurel lost his autonomy at other studios, the team lost much of its uniqueness."	1
"Filmfour are going to have to do a lot better than this little snot of a film if they're going to get the right sort of reputation for themselves.<br /><br />This film is set in Glasgow (although only a couple of secondary characters have anything approaching a Scottish accent). The premise, about people who's lives are going nowhere, who all meet up in the same cafe in the early hours of the morning as they have night jobs, COULD have made for a really funny, insightful, quirky, cultish film. Instead we have a group of self-obsessed saddos and a plot which has been so done to bits I'm suprised it hasn't been banned. X and Y are friends. X is sleeping with Z. Y sleeps with Z as well. Oh you figure it out.<br /><br />A total waste of time. Painful dialogue - it sounded like something that a group of 16 year olds would have written for a GCSE drama project. The female character was completely superfluous - just written in as a token female in the hope that women would be cajoled into seeing it.<br /><br />If you're the sort of thicko lad who laughs at beer adverts and can usually be found wandering round in packs shouting on Saturday nights in nondescript town centres then you will love this film and find it ""a right laff"". Everyone else, run, don't walk away from this sorry little misfit.<br /><br />And one question, when the group left the ""boring"" seaside town (Saltcoats incidentally although they changed the name on the film), to go back to Glasgow, WHY did they do it via the Forton motorway services at LANCASTER which is in England?"	0
I think this is almost all I need to say. I feel obliged to explain my actions though. I've basically never seen such an armateur production, and I mean that in all senses of the word. Although the physical camera work, boom MIC operation and other technical aspects of this film are laughable, unfortunately its not the only areas.<br /><br />Unlike some classic independent films that have been saved by their scripts great characterization and plot, this unfortunately has an awful script, awful acting and worst of all, awful annoying characters.<br /><br />It's a crime that for the every independent film that gets, distribution like Haiku Tunnel, there's a 101 other indie films that died silent deaths. I don't know who the Kornbluth brothers know at Sony, but that can be my only explanation as to how this amateur family production ever got distribution. I'm quite bemused as to why they picked this up.<br /><br />The ONLY part of this film that holds out any intrigue is its title. However, the reason for that is even a let down. I hope this review will save a few people that may be intrigued by this films title from going to watch it. I've seen a lot of films in my time, and I'm very forgiving when in the cinema, but this was too much. I'll never forget 'tunnel', for marking an important point in my life experience of cinema. Shame it's such a low point.<br /><br />	0
"C'mon guys some previous reviewers have nearly written a novel commenting on this episode. It's just an old 60's TV show ! This episode of Star Trek is notable because of the most serious babe (Yeoman Barrow's) ever used on Star Trek and the fact that it was filmed in a real outdoor location. Unlike the TNG and Voyager series which were totally confined to sound stages.<br /><br />This use of an outdoor location (and babe) gives proper depth and an almost film like quality to a quite ordinary episode of this now dated and very familiar show.<br /><br />Except a few notable exceptions i.e ""The city on the edge of forever"" , ""assignment Earth"" and ""Tomorrow is Yesterday"" The old series of Star Trek needs to be seriously moth-balled and put out of it's boring misery. Half a dozen good episodes from 79 is quite a poor batting average.<br /><br />This is typical of the boring stuff Gene Roddenberry produced back then actually, contrary to popular belief where some people worshiped the ground he walked on, he actually made a LOT of rubbish! He doesn't deserve to be spoken of in the same breath as Irwin Allen for example.<br /><br />Just look at the set of the bridge of the Enterprise from a modern point of view. They used wobbly plywood for the floor, cafeteria chairs with plastic backs and cheap cardboard above the instrument panels. You can clearly see the folds in the paper ! Every expense spared or what !"	0
They filmed this movie out on long Island, where I grew up. My brother and his girlfriend were extras in this movie. Apparently there is some party scene where they are all drinking beer, (which they told me was colored water, tasted disgusting, and was very hard to keep swallowing over and over again, especially in the funnel scenes). Yet none of us ever heard of the movie being released anywhere in any form. It never came out in the theaters (obviously) and it, as far as I knew, was never released on video, and I'm sure wasn't released on DVD. Yet it looks like it was seen by some people, albeit it probably very few. So there must be something. I would absolutely love to purchase this for my brother, yet there is no way I can find it anywhere. Does anybody know anything about when/where/how this movie could be purchased? And which format that would be?	1
"""Prom Night"" is a title-only remake of the 1980 slasher flick that starred Jamie Lee Curtis and Leslie Nielsen. This movie takes place in an Oregon town, where Donna (Brittany Snow) is about to go to her senior prom and let herself have some fun after going through some extremely traumatic events in the past few years. She and her friends arrive at the prom, which is taking place in a grand hotel, and try and enjoy what is supposed to be the most fun night of their lives. Little does anyone know, a man from Donna's past, who has haunted her for years, is also at the prom... and is willing to kill anyone in way of his pursuit of her.<br /><br />I'm a fan of the original ""Prom Night"", so I tried to maintain a little hope in this movie, but I have to admit I was quite disappointed. ""Prom Night"" suffers from the worst affliction a horror movie could have, and that is predictability. There are absolutely no surprises here, and I felt I had seen everything in this movie done dozens of times, often better, before. What does this equate to for the audience? Boredom. Unless of course you have never seen any horror movies, or are part of the pre-teen crowd, but the majority of the audience will most likely be able to guess nearly everything that is going to happen. The plot is simplistic, but the entire script is void of any type of surprise, twist, atmosphere, or anything, and this really, really hurts the movie because it never really gives the audience anything to sink their teeth into. It all just seemed very bland.<br /><br />A lot of people seem to complain with the fact that this is a PG-13 slasher movie as well, and I understand what they are saying, but I don't think it's impossible to make a good slasher movie with minimal gore. Take Carpenter's ""Halloween"" for example - little to no on screen violence, but still an extremely frightening and effective movie. You don't need gore to make a film scary, but even had ""Prom Night"" been gratuitously violent (which it is not, it is very tame), it still would have added little to the movie because there is not much in the script to build on to begin with. The tension and suspense here is mild at best, and I spent most of the movie predicting the outcome of situations, and was correct about 99% of the time. Our characters aren't well written enough either for the audience to make any connection to them, and their by-the-numbers demises are routine and careless.<br /><br />I will point out a few things I did like about this movie, though, because it wasn't completely useless - the cinematography is really nice, and everything was very well-filmed and fairly stylish. Among the ""jump"" scares (that are for the most part very predictable), there were a few that were kind of clever. The sets for the movie are nice too and the hotel is a neat place for the plot to unfold, however predictable the unfolding may be. As for the acting, it's mediocre at best. Brittany Snow plays the lead decently, but really the rest of the cast doesn't show off much talent. Johnathan Schaech plays the villain, and is probably the most experienced performer here, but even he isn't that impressive. However, I did like the character he played, which was a nice change from the typical 'masked-stalker' type killer we see a lot. As far as the ending goes, the last fifteen minutes of the film had me bored to my wit's end and it was very anti-climactic.<br /><br />Overall, ""Prom Night"" was a disappointment. Everything was very by-the-numbers, routine, and predictable, which is somewhat upsetting considering this had the potential to be a decent slasher movie. There were a few neat moments, but the movie lacked any suspense or atmosphere, and had little plot development, nor believable characters. I'd advise seasoned horror fans to save their money and wait till it's out on video, or rent the original instead, because there are absolutely no surprises here. Some may find a little entertainment in it, but it was far too predictable for my tastes. I expected better, and left the theater very disappointed. 3/10."	0
"I'm a HUGE fan of the twin sisters. Although this was one of their ""not soo good"" movies. I'm not saying it's bad, I can't say it's bad, but this whole popular and not popular thingy isn't good. Although I give this movie a 4."	1
When The Matrix appeared in 1999 and questioned existence and identity, it was expected that a lot of movies would use it as inspiration. That didn't really happen, surprisingly, and it took till 2002 for a movie of similar theme to appear. But to say Cypher is a clone would be to its discredit.<br /><br />The story is of a Morgan Sullivan, who applies for a job with a high-flying techno-company called Digicorp. His job is to be a spy and gain information about a rival company, while under an assumed and false identity. His home-life is perfectly normal but he has to lie to his wife about what he's actually doing. However, things start to take conspirital turns and before he knows what's going on, he starts to question who he actually is. This is not helped by a strange woman who turns up...<br /><br />Twists and turns at every direction keep you absolutely fascinated, and at no point does anything ever seem contrived or unbelievable.<br /><br />It's an enthralling journey through a not-too-distant future, and with good acting all round will keep you on the edge of your seat.<br /><br />Highly recommended.	1
with all the European studios involved in this one, you would think you'd at least get some pretty photography; but the local color is kept to a minimum.<br /><br />Irritation #1 is Mira Sorvino using a Russian accent in order to play a Spanish cop - WTF? The story is hopelessly confused. There's a supposed romantic back story that is intentionally confused - is she or isn't she a lesbian? - serving no purpose whatsoever. The cops in the movie are the most stupid to have graced a serial killer film in a long time. There seems to be some message about the mid-'30s Spanish Civil War But since pretty much everybody involved in that is dead, one doesn't see the point in it.<br /><br />Despite the bull-fighting backdrop of part of the narrative (which part? who can tell), you never even get a good look at a bull fight. Earnest Hemingway would have punched the director in the nose - with my blessings.	0
Monty Berman and Dennis Spooner followed up 'The Baron' with this, a fantasy series about three superhuman spies which preempted 'The Six Million Dollar Man'. It was a favourite of mine when I was a youngster, and I enjoy watching it still. Stuart Damon and William Gaunt had an unmistakable on-screen chemistry as Craig Stirling and Richard Barrett, while the luscious Alexandra Bastedo pouted her way through her role as Sharron Macready. The late Anthony Nicholls made a wonderfully gruff Tremayne. By far the best episodes were those written by Tony Williamson, Terry Nation and Brian Clemens, while Spooner's own 'The Interrogation' compared favourably with 'The Prisoner'. I regret that there was never a second series; the concept had so much life left in it. Would Craig and Richard have been competitors for Sharron's affections? What if Tremayne had learned of the Champions' powers? Did the Champions have any other abilities other than those we saw? We never found out, alas.	1
"This is the best film version of Dicken's classic tale. I've seen it over and over on VHS, and recently acquired the DVD version, which is formatted for TV (not wide-screen). What I find interesting about this teleplay is the cast of English actors who are now recognizable since many have appeared in other films/shows in North America since 1984. My biggest surprise is Edward Woodward, ""the Equalizer"", as the Ghost of Christmas Present."	1
"""Slaughter High"" is a totally ridiculous slasher flick about a high school nerd Marty,who gets pick on all the time by some pranksters.The prank goes wrong and he ends up getting savagely burned.Five years later his tormentors all attend a reunion-just the ten of them of course,and low and behold Marty murders them one after another.British actress Caroline Munro(""Maniac"")leads the cast as the heroine(who dies anyway!).The acting is completely awful,there's also no suspense at all.Plenty of grotesque death scenes to satisfy the gore-freaks:a guy's stomach explodes,another female victim literally gets an acid bath,a couple having sex in bed get electrocuted,a guy is crushed by a tractor,one girl is drowned,and a doctor gets a hyperdermic needle in the eye.The killer wears a decent and rather creepy jester's mask and the setting(a beautiful old English castle)is really nice.However the dream finale is utterly pathetic.All in all it's true that ""Slaughter High"" is a piece of garbage,but I enjoyed it.Only for fans of truly bad slasher flicks."	1
"The thing that really gets me about this movie (that is, the thing about this movie that makes me physically ill) is that someone actually paid to have it made. There is absolutely no purpose for the existence of this movie. It is not frightening, it is not thought provoking, it is not entertaining, it is not good. It is a sleeping pill made of cyanide. The DVD case compares it to Blair Witch, Evil Dead, and a few other decent movies, making the filmmaker's desperation glaringly obvious. It is nothing like any other movie ever made; it is far, far worse. The claims of an ""extremely shocking ending you will never forget"" are the equivalent of one ton of stinking horse droppings. Please do not ever waste your time watching this piece of trash, because it may make you sterile. The man who wrote this movie should be wiped off the Writer's Guild membership list, and never allowed to film anything again. Because if he thought THIS was a movie worth making, he probably does not have much of anything to offer in the future. Zero stars. May Grod have mercy on the soul of anyone unfortunate enough to see this. I am going to go vomit now."	0
"I've been a fan of all things Bill Maher for 15 years but this film was disappointing and at times disgusting. Of course, I am Catholic, come from a well-educated family and go to church of my own volition, which probably puts me at ends with quite a few of Bill's opinions.<br /><br />Bill's problem is that he presumes that religion is uniformly negative. He's correct to document the sociological aspects of it i.e. one faith builds its holidays on top of another and that many wars have been started because of religion (or, more accurately, by the sinister appeals of men to the ultimate and unquestionable authority of God), but that said he never looks at its positive side. Quite frankly, I think that hell would freeze over before Bill would ever humble himself and travel to the slums of Calcutta where Mother Theresa spent her life working with the poorest of the poor. She's dead now of course, but he could easily visit the Jesuit priest in East LA who runs Homeboy Industries, which works with young men typically with gang and prison backgrounds to teach them career skills, get their tattoos removed, and to become responsible members of society, or he could visit USC's Institute for Advanced Catholic Studies, which has brought together some of the world's finest theologians, diplomats, and investment bankers to study ways in which to ethically integrate the world's poorest countries into global capital markets and thereby improve the standard of living for the half of the world's people who live on less than $1 a day. Of course he won't do that because that would require him to consider evidence that does not easily fit into his preconceived beliefs about religion, and it's so much easier to continue to make snide, superficial jokes.<br /><br />That fits into the other large problem with Bill's movie, which is that he never subjects himself to anyone either on his level or who is better than he is. In this movie, you have Maher the Cornell grad spend most of his time talking down to truck drivers at a nondenominational Christian truck stop service, in a night club with a Dutch guy who smokes pot all the time, with the minister of a storefront church in Miami who claims to be the reincarnation of Christ, and with an actor playing Jesus at a ""Holy Land"" theme park.<br /><br />What you won't see in Bill's film, beyond some superficial speculation alongside a Ph.D in Grand Central Station that religion chemically alters the brain like drugs do and that religion is the fallacy of tradition wrought on the masses, is any sort of serious and questioning interviews with philosophy and theology professors from schools like Notre Dame, BYU, or Wheaton College, who could easily rhetorically decapitate him in a debate on the matter. You won't see any serious discussion of any of the writings of C.S. Lewis, G.K. Chesterton, or any papal encyclicals, and of course you also won't find any discussion whatsoever of any of the non-Abrahamic (Judaism, Christianity, and Islam) faiths whatsoever. All you get at the end of the day is a textbook example of a condescending, snobby elitist from the west side of LA who makes a movie for his own kind and who has absolutely no gut-level understanding whatsoever of how the other half of America that elected George W. Bush (twice) lives their lives or about the school of thought behind it.<br /><br />I get a lot of what Bill's saying, but for someone possessing his intellect and influence, this film was nothing less than pathetic. Anyone interested in the kind of intellectual ferment that indie documentaries typically bring could find more stimulation in an old rerun of the Teletubbies."	0
"Being an Elvis fan, I can't understand how this proyect could be done. Is by far the worst Elvis related movie of all time, totally unfunny, silly and plenty of mistakes about The King. Come on, Elvis' grave in a public park? A mention about Suspicious Minds in 1958?...and these are just two examples. Some people in the cast tries to do their best, Mike Starr is funny (specially as an impersonator), the Tom Hanks cameo is a surprise, but the guy playing the young Elvis sucks.Overall the movie lacks fun and becomes more boring minute after minute. If you want to see an ultra cheap, insane but absolutely funny little film related to Elvis, I truly recommend you ""Bubba Ho-Tep"" instead of this mess."	0
